epoch,train-perplexity,test-perplexity,val-perplexity,dropout
1,678.4518354281792,274.84167252652014,315.5949769024411,0.5
2,236.34524221509332,155.2286140490983,179.42881689282498,0.5
3,173.81992554055668,114.83537850654643,132.091986103459,0.5
4,145.41199957852837,100.52263868159226,115.20426907694576,0.5
5,129.70423752155068,88.95658785825322,101.08654320326681,0.5
6,119.95423445867512,81.74187845851566,92.22920172764813,0.5
7,112.24916388616215,75.12840443636594,83.6909167481938,0.5
8,106.98074589134399,70.86611883572922,79.30215819766538,0.5
9,101.98347409474756,66.81746822381896,74.18383758621532,0.5
10,98.26214955177264,63.56847688135951,70.7253400033725,0.5
11,95.14851990897077,61.49424652855624,68.1279094009277,0.5
12,91.18549485881289,58.05043962040769,64.20699979615985,0.5
13,89.38973653882816,55.764151193957396,61.480514476419046,0.5
14,86.86495551248858,54.4220643702462,59.75062508701105,0.5
15,84.58983631262215,51.892088751265796,56.76961694081864,0.5
16,82.8091827938695,50.887193821067115,55.155210355271855,0.5
17,80.90478521815396,47.94931741602446,51.67474081280018,0.5
18,79.15318635347514,47.209290143227705,50.96432518478032,0.5
19,77.57498297160741,45.57946267084698,49.17950316959626,0.5
20,76.39894322658749,44.31254401651263,47.44034802487756,0.5
21,74.72027439877041,43.025587006503244,45.89279848624941,0.5
22,73.63158025316143,41.94675604971873,44.8781877234229,0.5
23,72.6165636414061,40.898405976977855,43.382029103221136,0.5
24,71.87811779142784,40.1072072912776,42.784450795222995,0.5
25,69.96204968075872,39.66104066844928,42.17382397473439,0.5
26,69.27210449338628,38.60227654548612,40.94484126310925,0.5
27,68.1783782759764,37.5488391043003,39.63556697302277,0.5
28,67.48471004599443,37.11797398401608,39.08438872823642,0.5
29,66.47282120520299,36.194144576730245,37.686726864437404,0.5
30,66.2124511017851,35.6345640433825,37.277757273342715,0.5
31,65.45328436014125,35.15718176741583,36.72897707773163,0.5
32,64.53381977862885,34.677781767414196,36.0347292854552,0.5
33,64.35375742624282,33.75496329917206,35.04718545409674,0.5
34,63.54375950191393,33.25947847090519,34.336188999121966,0.5
35,62.814277263613306,32.91282704665549,34.00277358447112,0.5
36,62.25416884443595,32.32456660736677,33.565491462300976,0.5
37,61.53111049829988,31.590210289669876,32.45713834062039,0.5
38,61.315656358554804,31.72504746545737,32.616816161432645,0.5
39,57.07494014890797,28.4566534299481,29.21760668490294,0.5
40,53.611901570079276,27.819576951394346,28.407152288573823,0.5
