epoch,train-perplexity,test-perplexity,val-perplexity,dropout
1,709.3777246878734,261.5718941232862,291.5792276678593,0.7
2,272.77211383255093,184.5412776360286,212.62380697605238,0.7
3,212.1002327664362,144.85065069956576,167.1694006473678,0.7
4,184.03928153372337,123.22618828238895,140.72234752226097,0.7
5,167.54443074288923,110.89162265292202,126.82587665234983,0.7
6,158.3860398395176,104.64292795387473,118.00393057694757,0.7
7,149.9603909142076,98.54910837142906,111.57780046804248,0.7
8,144.4938046656367,94.81739746670871,107.07243299118379,0.7
9,140.5142174917033,91.20432261163904,102.04856166350292,0.7
10,137.00534261485396,88.6470944470148,99.63908735430931,0.7
11,134.40463661390018,86.31593384526505,96.48252927969473,0.7
12,131.48986133549593,84.49903144853984,94.04379558936687,0.7
13,129.01311665805457,83.68819333591156,93.14215747373548,0.7
14,127.748122777802,82.07686656596904,91.15377499432496,0.7
15,125.54202068167707,80.09285489344433,88.20707900756425,0.7
16,123.92641033381496,79.20730940357014,86.8563463435807,0.7
17,122.69338981363605,76.84200639854318,84.72818060622158,0.7
18,121.42023098845024,76.19028012184965,83.92223548938988,0.7
19,120.41755733562957,75.46419491687789,83.56379102780708,0.7
20,119.82858800228398,74.75680738451864,82.56692245868045,0.7
21,118.20703659587723,74.3824344097355,82.11869144836156,0.7
22,116.30739175772513,72.4135063158141,79.70961924606374,0.7
23,117.09213923256895,71.6691109600296,79.01898774293237,0.7
24,115.67482742629106,71.19385460506865,77.97742534076714,0.7
25,114.63259875148614,70.5350799191575,77.04225508104423,0.7
26,114.4068180410019,70.12417028207136,76.4400787698704,0.7
27,113.55893884891262,68.89967244811625,75.20062375404561,0.7
28,113.36014265233966,68.32547394031651,74.83726125388749,0.7
29,112.32576922559127,68.74988105226494,74.78246445053011,0.7
30,111.60435362015907,67.14441614286213,73.04124558567473,0.7
31,111.80453184911232,67.10770863367169,73.15061492084773,0.7
32,106.42377425334921,63.20235911024724,68.8173585803504,0.7
33,102.72538956772648,62.22988341018511,67.88923826896892,0.7
34,100.39408618225546,61.6915063737097,67.33417248619654,0.7
35,99.20820770750002,61.082273294277705,66.68843992277348,0.7
36,98.67888426805642,60.42748208275199,65.731299114151,0.7
37,97.43702678882337,60.0255073219866,65.20306077253863,0.7
38,96.98760178888112,59.80120107729849,64.93797802553304,0.7
39,95.9988121823445,59.24182907431908,64.26762419486116,0.7
40,95.7630254294027,58.73255529611691,63.724913977162046,0.7
